 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42
66,1428.074,2390.483,4010.634,1348.817,3128.565,3594.428,4269.557,3289.437,2006.044,5703.681,5268.363,1356.054,1426.449,2311.526,1893.985,1857.067,990.301,1601.387,4276.299,3847.660,1254.485,1313.211,1041.469,1096.979,1092.841,968.519,1223.631,1788.973,1034.187,1317.877,1018.412,2668.958,1152.771,1373.186,1077.337,1647.933,1265.246,2710.301,1474.773,3011.348,1874.322,2396.305
67,1427.420,2387.057,4008.139,1350.106,3128.755,3593.600,4271.181,3286.451,2007.078,5700.044,5266.905,1357.755,1427.793,2311.261,1890.664,1859.319,989.435,1602.995,4280.366,3853.275,1256.637,1314.027,1040.125,1097.014,1092.341,968.125,1223.422,1794.564,1036.596,1316.123,1017.094,2667.447,1152.305,1371.805,1077.047,1649.255,1264.141,2708.499,1478.494,3011.004,1872.274,2398.793
68,1428.115,2387.976,4007.390,1351.087,3126.620,3594.400,4269.568,3280.238,2009.656,5701.281,5268.151,1358.152,1426.397,2311.814,1892.058,1859.906,989.655,1604.861,4284.322,3849.150,1257.327,1313.459,1041.939,1097.199,1091.818,968.051,1223.409,1802.972,1035.596,1317.368,1014.755,2668.050,1152.031,1373.690,1078.133,1647.394,1265.029,2710.954,1482.885,3011.880,1874.092,2399.165
69,1427.743,2387.072,4007.125,1349.826,3127.839,3594.099,4270.401,3281.798,2009.607,5700.546,5264.456,1356.445,1427.854,2310.635,1896.406,1859.375,984.672,1609.498,4287.718,3856.516,1259.919,1316.351,1041.684,1098.015,1094.190,969.101,1222.724,1806.833,1035.800,1318.752,1016.606,2666.238,1151.635,1373.227,1079.146,1647.675,1263.768,2713.295,1486.533,3012.183,1875.268,2404.479
70,1429.653,2386.965,4007.034,1353.275,3129.429,3599.251,4273.434,3286.662,2012.607,5705.401,5264.967,1356.655,1427.001,2310.640,1902.967,1861.264,984.459,1610.958,4293.317,3861.815,1259.908,1314.180,1041.156,1096.695,1092.668,967.866,1223.299,1814.593,1036.511,1319.433,1015.214,2667.427,1151.874,1373.303,1077.189,1651.781,1263.948,2713.497,1492.666,3013.816,1874.375,2407.575
71,1429.188,2387.635,4005.758,1353.933,3128.737,3600.395,4270.002,3280.553,2010.204,5700.798,5265.432,1358.430,1427.387,2307.250,1906.144,1861.490,979.848,1614.702,4288.632,3861.768,1262.092,1317.668,1040.543,1095.753,1091.749,967.864,1223.492,1819.631,1035.983,1316.479,1015.345,2670.344,1152.219,1369.827,1078.292,1647.249,1263.951,2714.210,1496.123,3013.073,1874.169,2408.896
72,1428.692,2387.917,4007.244,1354.130,3134.227,3601.400,4272.173,3282.305,2013.662,5703.490,5266.699,1358.363,1427.524,2306.582,1909.620,1861.834,979.163,1615.002,4299.639,3865.056,1263.244,1319.016,1040.973,1096.877,1092.718,967.848,1222.636,1822.859,1037.566,1317.917,1015.788,2666.443,1151.578,1372.877,1080.082,1648.146,1264.646,2714.838,1500.110,3012.640,1873.084,2412.357
73,1431.049,2387.923,4004.704,1352.790,3129.688,3604.250,4270.657,3282.139,2012.309,5699.425,5266.404,1358.693,1426.720,2308.912,1909.383,1861.970,978.613,1619.044,4301.736,3874.080,1264.337,1322.422,1040.852,1097.709,1092.879,967.830,1223.386,1829.607,1036.792,1319.655,1016.012,2668.586,1151.299,1373.518,1078.020,1649.594,1264.582,2715.811,1504.784,3012.633,1873.750,2417.690
74,1432.501,2384.766,4004.171,1354.641,3124.820,3601.721,4267.638,3276.929,2012.785,5693.684,5262.049,1359.558,1426.697,2305.731,1913.713,1862.153,976.123,1621.007,4306.416,3879.114,1264.998,1322.099,1039.438,1096.133,1092.103,968.749,1222.624,1835.227,1035.262,1318.082,1014.863,2666.644,1151.874,1373.221,1078.536,1649.983,1263.110,2712.088,1506.426,3010.741,1873.573,2420.620
75,1433.876,2387.480,4000.734,1352.436,3128.253,3603.421,4272.067,3278.998,2012.011,5697.156,5261.503,1361.278,1425.447,2306.293,1917.299,1861.883,974.456,1621.343,4306.816,3880.667,1267.192,1323.216,1040.515,1096.621,1092.787,967.644,1220.737,1840.147,1036.902,1317.163,1015.912,2667.949,1151.850,1373.381,1078.000,1649.154,1264.175,2713.638,1508.653,3012.215,1874.578,2427.311
76,1434.739,2386.121,4001.279,1353.362,3129.323,3602.787,4268.350,3277.392,2011.915,5700.750,5263.908,1360.585,1425.683,2305.480,1916.666,1860.944,972.303,1623.744,4308.324,3888.059,1266.957,1325.309,1040.987,1097.052,1092.333,967.711,1222.401,1846.067,1037.420,1316.531,1014.951,2665.289,1151.513,1376.058,1078.859,1650.162,1263.290,2715.236,1513.417,3013.649,1873.557,2427.513
77,1437.698,2387.824,4002.735,1351.760,3132.175,3605.079,4270.260,3275.468,2017.666,5705.143,5263.500,1359.128,1427.139,2307.245,1919.246,1859.880,971.768,1628.096,4311.369,3890.829,1269.980,1326.561,1040.956,1095.698,1092.706,967.938,1222.423,1854.055,1035.077,1318.983,1016.646,2666.642,1152.611,1376.778,1079.814,1650.233,1262.194,2716.543,1516.832,3013.731,1873.543,2433.169
78,1434.783,2385.512,3998.177,1349.382,3125.984,3599.369,4269.260,3274.868,2014.211,5694.463,5253.738,1360.781,1425.632,2304.855,1916.289,1859.264,968.046,1628.569,4309.825,3895.944,1269.314,1325.753,1039.505,1094.930,1092.889,967.869,1219.936,1860.008,1035.487,1317.504,1016.315,2663.638,1150.877,1374.477,1079.999,1649.034,1262.123,2719.513,1519.749,3014.306,1875.543,2434.107
79,1438.585,2388.016,4003.855,1351.420,3130.648,3606.654,4275.547,3275.950,2016.244,5704.849,5264.931,1360.785,1427.855,2309.589,1918.670,1861.223,968.509,1632.499,4314.352,3903.349,1271.492,1328.494,1040.536,1096.631,1093.445,967.810,1219.756,1867.909,1037.853,1318.081,1018.398,2669.295,1153.281,1375.770,1080.814,1652.197,1263.082,2721.997,1524.626,3021.705,1877.745,2438.954
80,1437.429,2387.344,4002.100,1352.393,3131.917,3604.840,4273.302,3277.957,2017.045,5701.859,5263.366,1361.479,1425.312,2306.771,1917.008,1860.496,966.354,1634.205,4317.020,3914.643,1271.631,1328.128,1039.318,1096.144,1093.546,967.242,1222.033,1876.147,1036.565,1318.868,1015.830,2666.183,1151.506,1375.797,1080.641,1651.684,1264.234,2719.149,1525.172,3016.901,1878.135,2438.057
81,1434.273,2387.643,3998.513,1350.253,3134.448,3602.719,4267.039,3270.816,2015.862,5697.209,5258.427,1362.506,1425.978,2305.641,1917.072,1858.305,966.350,1637.427,4319.888,3912.601,1271.863,1328.338,1038.581,1096.457,1090.703,966.882,1220.769,1881.276,1035.267,1316.218,1014.783,2665.594,1151.246,1372.875,1080.783,1650.461,1263.328,2719.815,1530.347,3014.870,1874.676,2445.064
82,1436.683,2386.743,3999.445,1351.153,3134.291,3603.239,4270.701,3271.188,2016.327,5696.037,5261.090,1364.002,1427.750,2305.657,1921.249,1859.272,966.796,1639.646,4324.498,3925.001,1275.957,1330.904,1038.784,1095.444,1091.843,966.612,1220.348,1890.542,1035.707,1317.032,1015.822,2663.833,1151.018,1375.468,1083.152,1651.734,1262.403,2721.873,1533.618,3018.299,1875.732,2453.366
83,1439.320,2387.078,3998.803,1349.155,3133.637,3601.684,4271.169,3272.586,2015.214,5694.181,5263.884,1362.588,1425.802,2307.827,1918.842,1857.091,965.471,1642.792,4325.238,3934.298,1272.970,1332.290,1039.192,1098.362,1092.058,967.233,1222.397,1897.866,1036.769,1317.995,1015.840,2664.979,1151.744,1375.620,1081.411,1651.671,1260.787,2722.677,1537.623,3020.344,1874.801,2460.383
84,1439.159,2387.500,3999.729,1351.669,3131.611,3603.308,4269.659,3267.037,2017.356,5694.210,5263.137,1363.896,1427.191,2308.376,1920.502,1856.866,969.149,1643.502,4323.096,3937.412,1274.539,1331.528,1039.248,1095.239,1090.709,967.153,1221.684,1905.090,1034.104,1316.902,1016.580,2666.471,1151.051,1372.431,1083.197,1649.777,1261.443,2721.635,1541.137,3020.793,1875.481,2465.074
85,1437.777,2388.344,4001.660,1351.979,3131.959,3604.650,4270.055,3268.208,2018.421,5694.799,5264.177,1365.978,1427.145,2311.783,1921.107,1856.824,967.504,1646.752,4328.249,3942.740,1275.791,1331.548,1040.316,1096.876,1092.260,967.092,1222.708,1913.270,1034.981,1315.343,1015.267,2666.127,1151.516,1374.346,1081.388,1652.035,1263.025,2724.740,1545.656,3021.013,1875.718,2471.657
86,1438.455,2385.098,3997.051,1351.209,3132.445,3602.195,4269.946,3266.529,2015.917,5692.142,5260.274,1366.153,1427.610,2307.629,1923.163,1855.952,966.509,1646.764,4327.373,3938.002,1276.184,1331.636,1040.914,1096.796,1093.462,966.008,1222.887,1921.055,1036.573,1315.977,1015.898,2667.638,1151.898,1372.484,1081.157,1648.839,1260.228,2726.395,1548.360,3021.271,1877.122,2472.932
87,1438.906,2384.677,3994.114,1349.943,3131.691,3599.843,4265.984,3265.552,2015.582,5684.209,5256.367,1365.718,1424.792,2307.009,1924.611,1854.667,965.306,1647.114,4322.060,3946.026,1276.519,1332.426,1038.172,1096.106,1090.880,966.666,1221.448,1926.498,1036.597,1314.622,1015.086,2665.671,1150.357,1370.777,1080.709,1649.790,1261.288,2725.251,1549.672,3020.737,1874.197,2477.557
88,1440.432,2385.307,3998.594,1350.205,3131.871,3602.316,4265.098,3266.125,2016.885,5689.908,5257.762,1367.249,1426.110,2309.315,1926.686,1852.962,964.959,1651.207,4326.492,3949.533,1278.992,1332.443,1039.374,1096.487,1091.168,966.481,1222.316,1934.285,1036.052,1315.596,1015.228,2663.984,1151.047,1371.021,1078.818,1650.384,1261.870,2724.793,1555.451,3024.578,1876.051,2483.403
89,1439.065,2383.407,3995.690,1348.500,3133.653,3605.245,4267.292,3263.879,2016.176,5688.731,5254.124,1368.249,1426.508,2307.904,1927.756,1852.802,965.811,1653.931,4323.829,3954.908,1279.482,1334.944,1039.802,1095.774,1092.153,967.096,1222.091,1941.479,1034.420,1315.068,1015.002,2663.623,1150.880,1371.305,1080.243,1651.339,1263.937,2724.376,1559.873,3023.626,1875.727,2487.564
90,1441.226,2387.543,4000.581,1350.882,3137.117,3610.373,4269.195,3269.425,2018.410,5690.269,5260.503,1367.352,1427.560,2312.917,1929.659,1852.563,967.097,1656.612,4333.713,3965.006,1281.500,1336.845,1039.784,1094.691,1093.852,967.755,1224.232,1949.007,1035.158,1314.958,1015.895,2665.665,1150.434,1373.047,1080.954,1653.919,1265.908,2728.277,1564.217,3023.748,1876.397,2491.622
91,1442.045,2384.162,3997.894,1350.510,3131.806,3606.583,4264.205,3261.971,2017.640,5682.115,5256.312,1369.160,1427.295,2310.171,1930.156,1849.035,965.734,1657.428,4329.921,3963.526,1280.914,1335.517,1039.588,1096.835,1090.829,966.407,1222.870,1956.313,1035.766,1314.517,1015.539,2662.761,1151.115,1371.683,1081.479,1651.041,1265.761,2727.892,1569.067,3022.511,1875.131,2490.565
92,1446.867,2385.269,3997.848,1350.279,3133.007,3608.508,4268.080,3260.640,2016.347,5686.618,5256.544,1368.849,1426.459,2312.255,1926.245,1848.749,965.626,1659.954,4336.319,3972.529,1283.972,1336.307,1038.453,1096.296,1093.072,966.679,1222.969,1964.168,1035.254,1314.300,1016.143,2664.387,1150.244,1372.145,1081.765,1653.344,1265.397,2731.314,1571.158,3024.153,1876.541,2500.894
93,1447.483,2386.500,3998.457,1351.173,3137.916,3610.426,4266.806,3266.048,2016.961,5689.267,5259.640,1370.365,1425.661,2311.538,1930.036,1847.824,965.645,1660.343,4338.512,3978.425,1283.594,1337.417,1040.933,1098.011,1091.147,967.350,1223.164,1972.722,1033.501,1314.797,1015.734,2665.255,1150.609,1374.337,1082.587,1651.644,1266.354,2735.048,1576.225,3024.438,1878.158,2505.855
94,1446.423,2385.434,3998.801,1353.136,3134.741,3606.819,4264.690,3262.280,2017.066,5683.252,5258.460,1370.518,1425.941,2315.495,1929.673,1844.704,965.435,1660.702,4338.192,3983.866,1286.060,1337.305,1041.180,1097.014,1092.690,967.081,1223.548,1976.904,1033.201,1314.522,1016.196,2662.847,1151.302,1374.732,1080.979,1651.534,1267.335,2735.974,1576.239,3026.036,1879.742,2509.753
95,1446.865,2387.419,3998.601,1353.422,3136.754,3610.888,4262.973,3260.458,2016.610,5689.133,5259.744,1370.775,1423.593,2313.676,1933.274,1843.946,967.703,1663.910,4343.407,3988.030,1289.329,1337.922,1038.886,1096.612,1090.487,966.610,1223.735,1984.151,1036.058,1313.761,1015.964,2665.820,1150.580,1374.453,1083.250,1651.472,1266.768,2740.223,1583.956,3024.853,1879.548,2515.934
96,1447.620,2385.022,3994.830,1351.205,3136.567,3609.811,4263.912,3260.835,2016.750,5686.559,5260.561,1370.979,1425.829,2313.239,1936.740,1842.117,968.075,1663.309,4346.507,3991.889,1289.115,1337.399,1040.537,1096.141,1090.217,967.268,1223.032,1992.782,1035.178,1314.253,1016.232,2663.752,1151.884,1374.851,1081.545,1651.102,1268.128,2740.062,1585.594,3025.072,1877.777,2521.625
97,1449.875,2383.572,3998.116,1352.380,3139.175,3610.147,4262.938,3261.880,2017.780,5683.636,5263.196,1372.215,1425.215,2315.823,1944.362,1843.867,966.045,1664.272,4344.742,3993.573,1291.763,1337.867,1039.744,1096.531,1091.867,967.348,1223.386,2000.340,1035.206,1314.029,1014.951,2667.486,1151.883,1376.762,1081.407,1650.138,1266.564,2739.625,1589.534,3026.188,1877.762,2523.265
98,1448.280,2385.207,3998.373,1352.628,3137.700,3614.333,4268.849,3264.170,2019.846,5690.240,5259.440,1374.283,1425.976,2314.748,1946.552,1843.306,967.144,1666.286,4348.185,4002.982,1293.508,1336.263,1039.824,1095.632,1092.642,967.923,1222.822,2005.498,1035.774,1316.496,1015.536,2662.625,1151.100,1376.158,1081.923,1650.232,1266.525,2747.131,1590.479,3027.319,1880.941,2526.980
99,1448.278,2384.638,3997.098,1352.337,3139.742,3611.903,4266.916,3261.876,2019.552,5681.995,5262.583,1378.185,1425.543,2316.467,1949.493,1843.962,966.254,1666.015,4346.516,4010.834,1298.221,1336.462,1041.505,1095.107,1094.129,968.642,1222.875,2015.609,1036.088,1315.265,1015.025,2664.188,1151.482,1376.558,1082.105,1651.692,1268.482,2750.782,1595.310,3027.858,1878.570,2526.501
100,1448.978,2387.694,4002.109,1354.954,3140.067,3613.979,4270.792,3263.384,2019.423,5686.147,5263.914,1377.702,1428.631,2317.420,1958.470,1842.161,966.442,1667.790,4357.185,4002.412,1302.328,1338.527,1040.977,1096.907,1093.044,969.627,1226.237,2024.162,1034.709,1317.644,1018.419,2665.918,1151.243,1377.216,1080.882,1652.145,1268.109,2755.155,1600.415,3029.318,1880.202,2530.370
101,1450.277,2387.931,3998.409,1356.888,3136.009,3610.908,4266.614,3264.907,2015.792,5675.397,5257.287,1378.948,1426.672,2317.029,1967.278,1843.421,968.579,1667.088,4349.388,4009.660,1305.147,1336.698,1041.070,1096.829,1091.860,969.382,1225.015,2033.598,1034.839,1315.189,1017.670,2664.960,1151.205,1375.761,1080.195,1653.517,1265.989,2758.467,1601.806,3025.925,1878.093,2538.624
102,1452.226,2384.159,3998.333,1354.170,3138.267,3606.483,4266.593,3264.802,2015.881,5677.487,5255.612,1379.777,1426.331,2318.730,1974.246,1841.765,967.263,1666.658,4352.003,4008.525,1307.281,1338.556,1042.788,1096.784,1092.894,970.132,1224.355,2042.511,1035.338,1317.253,1017.755,2661.156,1151.900,1375.737,1079.081,1656.680,1267.499,2761.174,1603.266,3025.964,1878.251,2543.820
103,1452.224,2385.258,3999.543,1357.983,3142.259,3609.046,4265.156,3260.144,2018.159,5683.206,5260.102,1382.510,1427.251,2318.949,1979.926,1839.237,968.790,1668.069,4355.672,4013.929,1311.271,1339.053,1041.020,1096.468,1092.891,971.253,1227.223,2051.207,1033.940,1318.400,1015.724,2660.946,1150.692,1376.710,1079.851,1654.841,1268.086,2763.197,1605.833,3026.423,1879.583,2549.805
104,1450.910,2387.856,3998.345,1357.401,3135.305,3605.710,4262.665,3263.613,2016.702,5679.321,5251.284,1381.908,1426.529,2318.800,1982.293,1839.152,966.456,1668.171,4355.014,4017.398,1314.277,1338.384,1043.459,1097.309,1092.027,970.277,1226.580,2058.040,1034.981,1316.086,1016.415,2659.569,1150.859,1375.041,1079.436,1653.979,1266.848,2767.221,1611.457,3024.275,1880.296,2554.823
105,1451.993,2384.151,3995.906,1359.228,3133.662,3607.281,4261.666,3265.281,2018.349,5679.693,5250.008,1384.172,1426.108,2320.159,1979.304,1840.693,964.359,1667.329,4357.605,4017.986,1317.219,1339.227,1042.208,1096.155,1092.421,971.772,1229.010,2068.577,1035.325,1316.733,1017.694,2659.758,1151.345,1380.534,1078.458,1655.350,1266.325,2765.829,1613.671,3025.748,1879.834,2558.827
106,1453.565,2382.555,3994.515,1361.760,3129.810,3608.185,4266.447,3267.481,2018.411,5683.014,5248.212,1385.102,1423.584,2319.063,1981.424,1839.467,965.395,1667.783,4352.862,4015.542,1321.125,1339.183,1043.389,1095.545,1092.464,971.662,1227.050,2078.232,1035.125,1316.862,1016.356,2657.130,1152.226,1381.108,1076.960,1654.277,1266.178,2769.180,1618.628,3026.374,1880.172,2564.700
107,1452.135,2383.390,3996.818,1361.556,3128.010,3609.826,4263.919,3263.589,2016.284,5679.879,5246.609,1388.489,1427.703,2320.196,1981.590,1838.199,964.412,1666.551,4357.262,4013.968,1324.509,1338.750,1044.300,1097.597,1093.392,972.711,1227.328,2084.438,1035.499,1317.115,1016.311,2655.574,1151.124,1379.350,1076.533,1655.753,1265.976,2769.106,1620.429,3026.359,1879.645,2568.391
108,1453.534,2383.032,3997.582,1361.226,3133.236,3609.878,4263.667,3265.177,2019.657,5682.285,5251.074,1388.977,1425.451,2320.443,1982.467,1839.617,965.476,1665.072,4351.769,4018.752,1328.451,1337.733,1046.873,1096.991,1092.947,972.823,1229.006,2091.847,1034.812,1317.627,1015.009,2660.567,1150.785,1378.948,1077.809,1655.256,1266.808,2772.540,1624.760,3022.917,1878.332,2573.752
109,1454.140,2387.157,4001.251,1362.405,3133.051,3612.253,4265.575,3269.264,2017.573,5677.182,5248.675,1389.985,1427.465,2321.809,1983.867,1839.070,967.484,1662.638,4354.455,4016.534,1333.732,1336.000,1046.957,1097.351,1092.005,973.985,1230.334,2100.862,1036.156,1316.881,1016.102,2658.719,1150.963,1380.125,1076.259,1657.678,1265.557,2773.062,1627.656,3024.181,1878.348,2573.954
110,1456.002,2384.405,3998.152,1362.103,3130.337,3611.218,4262.560,3261.898,2016.010,5678.701,5245.096,1393.550,1426.369,2321.091,1984.099,1839.978,963.500,1662.616,4352.553,4025.423,1335.599,1334.816,1048.537,1097.432,1092.034,974.648,1230.748,2104.675,1035.653,1316.240,1015.236,2657.644,1150.658,1380.005,1075.111,1659.474,1265.286,2774.917,1630.606,3023.719,1878.416,2578.218
111,1455.656,2386.312,4001.214,1362.300,3134.219,3611.840,4267.790,3264.536,2017.953,5683.802,5251.103,1394.964,1426.047,2324.060,1985.935,1840.936,967.522,1663.410,4355.031,4021.656,1339.504,1333.874,1050.307,1098.380,1092.992,975.458,1231.798,2111.499,1036.238,1318.300,1017.466,2659.059,1149.887,1380.694,1076.677,1660.221,1266.135,2774.444,1634.852,3024.751,1879.927,2582.226
112,1458.579,2386.056,4001.275,1366.458,3133.630,3614.299,4264.632,3266.753,2017.264,5679.646,5251.168,1396.780,1426.255,2322.238,1990.622,1841.626,965.535,1661.396,4358.910,4024.018,1344.830,1332.229,1054.207,1097.766,1092.171,975.767,1231.835,2121.234,1034.498,1319.621,1015.832,2658.914,1151.033,1380.471,1075.971,1659.942,1266.827,2776.029,1638.728,3027.455,1879.492,2590.174
113,1460.479,2383.618,4000.351,1363.934,3130.663,3611.414,4261.788,3262.998,2016.211,5683.604,5249.846,1399.739,1427.451,2324.128,1993.770,1840.469,964.500,1661.733,4361.475,4025.847,1348.029,1331.427,1053.580,1097.848,1092.884,977.293,1234.513,2131.854,1034.891,1320.033,1017.443,2660.929,1151.802,1378.949,1075.844,1659.634,1268.125,2778.249,1643.806,3025.629,1879.333,2590.780
114,1464.115,2385.474,4002.084,1365.592,3131.047,3613.781,4266.528,3264.391,2020.808,5685.766,5247.709,1401.529,1426.423,2325.104,1998.536,1840.100,969.135,1660.043,4363.145,4030.870,1352.266,1328.377,1056.000,1098.556,1092.884,978.028,1235.287,2141.665,1035.226,1319.922,1015.875,2661.385,1152.577,1381.571,1076.269,1662.099,1267.966,2783.958,1646.232,3024.228,1879.879,2597.641
115,1462.568,2380.957,3994.522,1364.265,3124.614,3606.263,4260.153,3257.452,2016.039,5672.319,5232.993,1401.221,1424.962,2318.805,1997.154,1835.844,965.627,1656.303,4355.108,4027.117,1353.902,1326.516,1056.382,1098.105,1090.094,977.063,1233.673,2146.260,1033.262,1318.421,1014.863,2652.083,1149.129,1380.035,1074.456,1657.366,1266.675,2776.876,1648.353,3017.000,1876.724,2595.410
116,1464.748,2378.527,3997.759,1365.843,3119.958,3608.045,4258.786,3258.657,2013.471,5669.815,5232.925,1403.371,1422.851,2320.689,1999.493,1838.878,966.445,1653.324,4352.190,4032.693,1358.942,1326.418,1058.899,1098.233,1091.871,977.972,1236.705,2158.466,1036.245,1318.698,1015.032,2654.834,1148.457,1382.184,1073.897,1658.813,1267.739,2780.825,1651.655,3019.806,1876.676,2601.639
117,1465.459,2381.206,3996.236,1366.991,3127.090,3608.217,4258.139,3257.378,2014.063,5671.200,5234.047,1406.185,1424.745,2321.426,2000.218,1839.612,965.981,1652.746,4353.485,4036.897,1362.272,1324.649,1059.752,1096.569,1089.307,976.909,1236.961,2166.772,1035.328,1317.861,1014.280,2653.905,1149.372,1381.402,1073.770,1658.211,1265.760,2781.921,1656.353,3019.575,1876.649,2603.705
118,1467.494,2382.793,4000.969,1368.864,3126.299,3612.165,4261.926,3265.877,2016.176,5671.091,5241.727,1411.346,1426.118,2323.774,2007.766,1838.805,966.135,1653.265,4367.492,4049.541,1366.594,1324.552,1062.323,1097.760,1091.236,979.011,1239.231,2179.171,1034.778,1319.445,1015.989,2654.948,1149.813,1382.465,1075.809,1662.362,1268.927,2782.819,1664.418,3020.986,1878.723,2608.567
